text,label
"Le film commence à 20h15, on se retrouve devant le cinéma ?",ham
"Vous êtes le gagnant sélectionné ! Réclamez votre prix de 4 000€ maintenant !",spam
"Le bébé a bien dormi cette nuit, enfin ! Tout le monde est reposé.",ham
"Commandez maintenant et recevez 3 articles OFFERTS avec votre commande !",spam
"Merci d'avoir gardé les enfants ce week-end, ils ont adoré !",ham
"Rencontrez des célibataires près de chez vous ! Inscription 100% gratuite et discrète !",spam
"On se retrouve à 12h au restaurant habituel ?",ham
"Bonne anniversaire ! J'espère que tu passes une excellente journée !",ham
"Votre abonnement Netflix expire dans 24h. Mettez à jour votre paiement ici !",spam
"⚠️ DERNIER AVERTISSEMENT : Votre adresse IP a été piratée. Protégez-vous maintenant !",spam
"Crypto-monnaie : multipliez votre mise par 2 en 3 jours ! Rejoignez-nous !",spam
"Je t'envoie le document par email d'ici ce soir.",ham
"La voiture passe au contrôle technique le 11 du mois prochain.",ham
"VIP exclusif : Accès illimité aux films, séries et sport pour seulement 5€/mois !",spam
"Vous avez été sélectionné parmi des millions ! Votre récompense vous attend !",spam
"Recette de grand-mère pour effacer les rides en 7 jours naturellement !",spam
"Gagnez de l'argent en restant chez vous : 60€/h sans expérience requise !",spam
"J'ai acheté du pain et du lait. Tu veux que je prenne autre chose au marché ?",ham
"Votre abonnement Netflix expire dans 24h. Mettez à jour votre paiement ici !",spam
"Merci pour ton aide d'hier, c'était vraiment apprécié !",ham
"J'ai réservé une table pour 2 personnes samedi soir.",ham
"Tu as reçu mon message d'hier soir ? Je t'ai envoyé les photos de la fête.",ham
"Le cours de yoga reprend la semaine prochaine.",ham
"Le devis a été envoyé au client. Attente de validation de leur part.",ham
"VIP exclusif : Accès illimité aux films, séries et sport pour seulement 4€/mois !",spam
"Le mot de passe du wifi est ""famille5506"".",ham
"La formation du 5 mars est confirmée.",ham
"Gagnez de l'argent en restant chez vous : 142€/h sans expérience requise !",spam
"Méthode secrète pour gagner au casino en ligne à coup sûr ! Résultats garantis !",spam
"Rejoignez 910 000 membres qui gagnent déjà de l'argent en ligne chaque jour !",spam
"La voiture passe au contrôle technique le 1 du mois prochain.",ham
"Le mot de passe du wifi est ""famille7040"".",ham
"Le cours de natation reprend la semaine prochaine.",ham
"La réunion de demain est décalée à 11h00.",ham
"Le projet avance bien. On peut en discuter lors de notre prochain appel ?",ham
"Agrandissez votre revenu de 219% en travaillant depuis chez vous !",spam
"Cliquez ici pour débloquer votre cadeau mystère d'une valeur de 177€ !",spam
"VIP exclusif : Accès illimité aux films, séries et sport pour seulement 3€/mois !",spam
"Merci d'avoir gardé les enfants ce week-end, ils ont adoré !",ham
"Peux-tu rappeler le plombier ? Il n'a pas donné de nouvelles depuis 4 jours.",ham
"Je t'envoie le document par email d'ici ce soir.",ham
"J'ai acheté du pain et du lait. Tu veux que je prenne autre chose au marché ?",ham
"Le cours de piano reprend la semaine prochaine.",ham
"Recette de grand-mère pour effacer les rides en 7 jours naturellement !",spam
"N'oublie pas d'amener ta carte d'identité pour l'inscription de demain.",ham
"Nouveau traitement révolutionnaire contre la chute de cheveux testé par 5460 personnes !",spam
"⚠️ DERNIER AVERTISSEMENT : Votre adresse IP a été piratée. Protégez-vous maintenant !",spam
"Bonjour, comment vas-tu ? On se voit toujours ce mardi ?",ham
"Bonne anniversaire ! J'espère que tu passes une excellente journée !",ham
"Est-ce que tu peux apporter le dossier bleu pour la réunion de demain ?",ham
"La réunion de demain est décalée à 10h30.",ham
"Méthode secrète pour gagner au casino en ligne à coup sûr ! Résultats garantis !",spam
"Le devis a été envoyé au client. Attente de validation de leur part.",ham
"VENTE FLASH : 58% de réduction sur les montres de luxe ! Offre limitée !",spam
"Nouveau traitement révolutionnaire contre la chute de cheveux testé par 8134 personnes !",spam
"Merci pour ton aide d'hier, c'était vraiment apprécié !",ham
"Le cours de piano reprend la semaine prochaine.",ham
"Le projet avance bien. On peut en discuter lors de notre prochain appel ?",ham
"Votre compte bancaire a été compromis. Confirmez vos informations immédiatement !",spam
"VENTE FLASH : 58% de réduction sur les montres de luxe ! Offre limitée !",spam
"Prêt rapide sans justificatifs : jusqu'à 20 000€ en 46h !",spam
"Peux-tu relire mon document avant de l'envoyer au client ?",ham
"Le projet avance bien. On peut en discuter lors de notre prochain appel ?",ham
"Le budget du projet a été approuvé. On peut commencer dès lundi.",ham
"Recette de grand-mère pour effacer les rides en 2 jours naturellement !",spam
"Bonjour, comment vas-tu ? On se voit toujours ce mardi ?",ham
"URGENT : Votre compte sera suspendu dans 23h. Vérifiez ici !",spam
"URGENT : Votre compte sera suspendu dans 7h. Vérifiez ici !",spam
"Le mot de passe du wifi est ""chat5249"".",ham
"ALERTE : Virus détecté sur votre appareil ! Appelez le +33 2 27 16 maintenant !",spam
"Promotion incroyable ! Achetez 2, obtenez 2 GRATUIT aujourd'hui seulement !",spam
"La formation du 17 juin est confirmée.",ham
"Acheter des followers Instagram ! 1 000 followers pour seulement 8€ !",spam
"⚠️ DERNIER AVERTISSEMENT : Votre adresse IP a été piratée. Protégez-vous maintenant !",spam
"Le budget du projet a été approuvé. On peut commencer dès lundi.",ham
"Est-ce que tu peux venir me chercher à la gare vers 19h ?",ham
"Rappel : rendez-vous chez le médecin lundi à 14h.",ham
"J'ai besoin de ton avis sur la nouvelle présentation. Tu as 27 minutes ?",ham
"GRATUIT : iPhone 17 pour les 52 premiers inscrits !",spam
"GRATUIT : iPhone 19 pour les 32 premiers inscrits !",spam
"La réservation de l'hôtel est confirmée pour 4 nuits.",ham
"Cliquez ici pour débloquer votre cadeau mystère d'une valeur de 268€ !",spam
"J'ai acheté du pain et du lait. Tu veux que je prenne autre chose au marché ?",ham
"Peux-tu relire mon document avant de l'envoyer au client ?",ham
"Le bébé a bien dormi cette nuit, enfin ! Tout le monde est reposé.",ham
"La formation du 17 février est confirmée.",ham
"Bonjour, comment vas-tu ? On se voit toujours ce mercredi ?",ham
"Offre exclusive réservée pour vous ! -47% sur tout !",spam
"Est-ce que tu peux apporter le dossier bleu pour la réunion de demain ?",ham
"Cliquez ici pour débloquer votre cadeau mystère d'une valeur de 157€ !",spam
"Médicament miracle : perdez 15kg en 1 semaines sans régime !",spam
"On se retrouve à 14h au restaurant habituel ?",ham
"La formation du 20 mai est confirmée.",ham
"J'ai réservé une table pour 4 personnes samedi soir.",ham
"Prêt rapide sans justificatifs : jusqu'à 28 000€ en 40h !",spam
"Félicitations ! Vous avez gagné 390 000 euros ! Cliquez maintenant !",spam
"Votre numéro a été tiré au sort ! Livraison gratuite de votre colis premium !",spam
"La formation du 24 juin est confirmée.",ham
"Médicament miracle : perdez 6kg en 2 semaines sans régime !",spam
"La réservation de l'hôtel est confirmée pour 3 nuits.",ham
"J'ai réservé une table pour 5 personnes samedi soir.",ham
